dataset,subset,assay,model_size,precision,backend,metric_name,metric_value,pytorch_metric,delta_from_pytorch,threshold,passed,variants,cache_dir,error
ProteinGym,DMS substitutions,ODP2_GEOSE_Tsuboyama_2023_1W4G,300m,q4_k_s,cpu,pearson,0.03316672440168324,0.0358256864480264,-0.0026589620463431662,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,ODP2_GEOSE_Tsuboyama_2023_1W4G,300m,q4_k_s,cpu,kendall_tau_b,-0.009689728487479026,-0.006672692710819009,-0.003017035776660017,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,ODP2_GEOSE_Tsuboyama_2023_1W4G,300m,q4_k_s,cpu,top10_overlap,0.11,0.11,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,ODP2_GEOSE_Tsuboyama_2023_1W4G,300m,q4_k_s,cpu,bottom10_overlap,0.15,0.16,-0.010000000000000009,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,pytorch,pytorch,spearman,0.06215118889700316,0.06215118889700316,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,pytorch,pytorch,pearson,0.05762986950172089,0.05762986950172089,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,pytorch,pytorch,kendall_tau_b,0.03866281746904854,0.03866281746904854,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,pytorch,pytorch,top10_overlap,0.09,0.09,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,pytorch,pytorch,bottom10_overlap,0.15,0.15,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,f16,cpu,spearman,0.06161544346390679,0.06215118889700316,-0.0005357454330963754,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,f16,cpu,pearson,0.057064014253115004,0.05762986950172089,-0.0005658552486058829,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,f16,cpu,kendall_tau_b,0.038394778728437405,0.03866281746904854,-0.00026803874061113314,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,f16,cpu,top10_overlap,0.09,0.09,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,f16,cpu,bottom10_overlap,0.15,0.15,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q8_0,cpu,spearman,0.06820617943389067,0.06215118889700316,0.006054990536887503,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q8_0,cpu,pearson,0.06138441188791824,0.05762986950172089,0.0037545423861973515,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q8_0,cpu,kendall_tau_b,0.042847104187584736,0.03866281746904854,0.004184286718536198,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q8_0,cpu,top10_overlap,0.09,0.09,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q8_0,cpu,bottom10_overlap,0.15,0.15,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_m,cpu,spearman,0.07514551649813579,0.06215118889700316,0.01299432760113263,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_m,cpu,pearson,0.06168712906453931,0.05762986950172089,0.004057259562818424,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_m,cpu,kendall_tau_b,0.047816103000480045,0.03866281746904854,0.009153285531431507,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_m,cpu,top10_overlap,0.08,0.09,-0.009999999999999995,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_m,cpu,bottom10_overlap,0.14,0.15,-0.009999999999999981,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_s,cpu,spearman,0.06693660194065099,0.06215118889700316,0.004785413043647824,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_s,cpu,pearson,0.06009075593322195,0.05762986950172089,0.0024608864315010595,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_s,cpu,kendall_tau_b,0.042196407389954886,0.03866281746904854,0.003533589920906348,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_s,cpu,top10_overlap,0.09,0.09,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,RD23A_HUMAN_Tsuboyama_2023_1IFY,300m,q4_k_s,cpu,bottom10_overlap,0.15,0.15,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,pytorch,pytorch,spearman,-0.14555238886236035,-0.14555238886236035,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,pytorch,pytorch,pearson,-0.10933172358067447,-0.10933172358067447,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,pytorch,pytorch,kendall_tau_b,-0.10783015364459125,-0.10783015364459125,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,pytorch,pytorch,top10_overlap,0.24,0.24,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,pytorch,pytorch,bottom10_overlap,0.14,0.14,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,f16,cpu,spearman,-0.1469847107485273,-0.14555238886236035,-0.0014323218861669318,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,f16,cpu,pearson,-0.110311133051956,-0.10933172358067447,-0.0009794094712815282,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,f16,cpu,kendall_tau_b,-0.10883727262258465,-0.10783015364459125,-0.001007118977993396,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,f16,cpu,top10_overlap,0.24,0.24,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,f16,cpu,bottom10_overlap,0.14,0.14,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q8_0,cpu,spearman,-0.14023514707655793,-0.14555238886236035,0.0053172417858024235,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q8_0,cpu,pearson,-0.10496358079844074,-0.10933172358067447,0.004368142782233728,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q8_0,cpu,kendall_tau_b,-0.10380401161985091,-0.10783015364459125,0.004026142024740345,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q8_0,cpu,top10_overlap,0.25,0.24,0.010000000000000009,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q8_0,cpu,bottom10_overlap,0.14,0.14,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_m,cpu,spearman,-0.16862795563972335,-0.14555238886236035,-0.023075566777363,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_m,cpu,pearson,-0.1319988109062442,-0.10933172358067447,-0.02266708732556974,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_m,cpu,kendall_tau_b,-0.12403228034515415,-0.10783015364459125,-0.016202126700562897,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_m,cpu,top10_overlap,0.24,0.24,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_m,cpu,bottom10_overlap,0.13,0.14,-0.010000000000000009,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_s,cpu,spearman,-0.16439585935498482,-0.14555238886236035,-0.01884347049262447,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_s,cpu,pearson,-0.13054165175013543,-0.10933172358067447,-0.021209928169460962,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_s,cpu,kendall_tau_b,-0.12062134507531914,-0.10783015364459125,-0.012791191430727891,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_s,cpu,top10_overlap,0.23,0.24,-0.009999999999999981,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SDA_BACSU_Tsuboyama_2023_1PV0,300m,q4_k_s,cpu,bottom10_overlap,0.12,0.14,-0.020000000000000018,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,pytorch,pytorch,spearman,0.2953269579849006,0.2953269579849006,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,pytorch,pytorch,pearson,0.13615381692506714,0.13615381692506714,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,pytorch,pytorch,kendall_tau_b,0.19761220504254784,0.19761220504254784,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,pytorch,pytorch,top10_overlap,0.16,0.16,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,pytorch,pytorch,bottom10_overlap,0.16,0.16,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,f16,cpu,spearman,0.2955769140105678,0.2953269579849006,0.0002499560256671862,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,f16,cpu,pearson,0.136500756907649,0.13615381692506714,0.00034693998258186753,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,f16,cpu,kendall_tau_b,0.1977727616279107,0.19761220504254784,0.00016055658536284767,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,f16,cpu,top10_overlap,0.16,0.16,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,f16,cpu,bottom10_overlap,0.16,0.16,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q8_0,cpu,spearman,0.2953367919948231,0.2953269579849006,9.834009922493614e-06,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q8_0,cpu,pearson,0.13726077591829683,0.13615381692506714,0.0011069589932296842,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q8_0,cpu,kendall_tau_b,0.19733993195263744,0.19761220504254784,-0.000272273089910402,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q8_0,cpu,top10_overlap,0.17,0.16,0.010000000000000009,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q8_0,cpu,bottom10_overlap,0.16,0.16,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_m,cpu,spearman,0.2938761607577892,0.2953269579849006,-0.001450797227111389,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_m,cpu,pearson,0.13291102574469038,0.13615381692506714,-0.003242791180376764,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_m,cpu,kendall_tau_b,0.19583002585597983,0.19761220504254784,-0.0017821791865680059,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_m,cpu,top10_overlap,0.2,0.16,0.04000000000000001,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_m,cpu,bottom10_overlap,0.17,0.16,0.010000000000000009,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_s,cpu,spearman,0.30479447553762584,0.2953269579849006,0.009467517552725235,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_s,cpu,pearson,0.14712194229963796,0.13615381692506714,0.010968125374570814,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_s,cpu,kendall_tau_b,0.20349010057179015,0.19761220504254784,0.005877895529242311,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_s,cpu,top10_overlap,0.18,0.16,0.01999999999999999,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,SR43C_ARATH_Tsuboyama_2023_2N88,300m,q4_k_s,cpu,bottom10_overlap,0.17,0.16,0.010000000000000009,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,pytorch,pytorch,spearman,-0.0029855430213695374,-0.0029855430213695374,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,pytorch,pytorch,pearson,-0.08176315904573844,-0.08176315904573844,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,pytorch,pytorch,kendall_tau_b,0.0018058130363029093,0.0018058130363029093,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,pytorch,pytorch,top10_overlap,0.06,0.06,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,pytorch,pytorch,bottom10_overlap,0.1,0.1,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,f16,cpu,spearman,-0.00299883304381554,-0.0029855430213695374,-1.3290022446002525e-05,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,f16,cpu,pearson,-0.08188011877363448,-0.08176315904573844,-0.00011695972789603493,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,f16,cpu,kendall_tau_b,0.001695704182724856,0.0018058130363029093,-0.00011010885357805333,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,f16,cpu,top10_overlap,0.06,0.06,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,f16,cpu,bottom10_overlap,0.1,0.1,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q8_0,cpu,spearman,0.004030984115634783,-0.0029855430213695374,0.00701652713700432,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q8_0,cpu,pearson,-0.07598810406611624,-0.08176315904573844,0.0057750549796222045,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q8_0,cpu,kendall_tau_b,0.006340384767616486,0.0018058130363029093,0.004534571731313577,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q8_0,cpu,top10_overlap,0.06,0.06,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q8_0,cpu,bottom10_overlap,0.1,0.1,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_m,cpu,spearman,-0.0002165822185314585,-0.0029855430213695374,0.002768960802838079,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_m,cpu,pearson,-0.08062530234660346,-0.08176315904573844,0.0011378566991349787,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_m,cpu,kendall_tau_b,0.004306319238215328,0.0018058130363029093,0.0025005062019124186,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
