dataset,subset,assay,model_size,precision,backend,metric_name,metric_value,pytorch_metric,delta_from_pytorch,threshold,passed,variants,cache_dir,error
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_m,cpu,top10_overlap,0.06,0.06,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_m,cpu,bottom10_overlap,0.09,0.1,-0.010000000000000009,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_s,cpu,spearman,0.01200102010902929,-0.0029855430213695374,0.014986563130398829,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_s,cpu,pearson,-0.07498205147912364,-0.08176315904573844,0.006781107566614805,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_s,cpu,kendall_tau_b,0.013127166548106884,0.0018058130363029093,0.011321353511803973,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_s,cpu,top10_overlap,0.06,0.06,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,TCRG1_MOUSE_Tsuboyama_2023_1E0L,300m,q4_k_s,cpu,bottom10_overlap,0.09,0.1,-0.010000000000000009,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,pytorch,pytorch,spearman,0.3604510875324408,0.3604510875324408,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,pytorch,pytorch,pearson,0.2806389056475029,0.2806389056475029,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,pytorch,pytorch,kendall_tau_b,0.23505328834174774,0.23505328834174774,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,pytorch,pytorch,top10_overlap,0.14,0.14,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,pytorch,pytorch,bottom10_overlap,0.21,0.21,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,f16,cpu,spearman,0.36102781736015116,0.3604510875324408,0.0005767298277103428,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,f16,cpu,pearson,0.28101562089161436,0.2806389056475029,0.0003767152441114807,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,f16,cpu,kendall_tau_b,0.2354604022457403,0.23505328834174774,0.000407113903992562,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,f16,cpu,top10_overlap,0.14,0.14,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,f16,cpu,bottom10_overlap,0.21,0.21,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q8_0,cpu,spearman,0.36069252777460536,0.3604510875324408,0.00024144024216454785,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q8_0,cpu,pearson,0.28003619726709167,0.2806389056475029,-0.0006027083804112099,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q8_0,cpu,kendall_tau_b,0.2351774125901204,0.23505328834174774,0.000124124248372659,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q8_0,cpu,top10_overlap,0.14,0.14,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q8_0,cpu,bottom10_overlap,0.2,0.21,-0.009999999999999981,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_m,cpu,spearman,0.3603915723915724,0.3604510875324408,-5.951514086843801e-05,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_m,cpu,pearson,0.2852243165453631,0.2806389056475029,0.004585410897860243,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_m,cpu,kendall_tau_b,0.2352152152152152,0.23505328834174774,0.0001619268734674717,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_m,cpu,top10_overlap,0.16,0.14,0.01999999999999999,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_m,cpu,bottom10_overlap,0.2,0.21,-0.009999999999999981,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_s,cpu,spearman,0.3710891942024618,0.3604510875324408,0.010638106670020964,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_s,cpu,pearson,0.2879495499001558,0.2806389056475029,0.007310644252652931,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_s,cpu,kendall_tau_b,0.24151976128116331,0.23505328834174774,0.006466472939415574,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_s,cpu,top10_overlap,0.16,0.14,0.01999999999999999,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,THO1_YEAST_Tsuboyama_2023_2WQG,300m,q4_k_s,cpu,bottom10_overlap,0.21,0.21,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,pytorch,pytorch,spearman,0.6065495298281242,0.6065495298281242,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,pytorch,pytorch,pearson,0.508504941747338,0.508504941747338,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,pytorch,pytorch,kendall_tau_b,0.4253390403999677,0.4253390403999677,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,pytorch,pytorch,top10_overlap,0.37,0.37,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,pytorch,pytorch,bottom10_overlap,0.28,0.28,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/pytorch,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,f16,cpu,spearman,0.6061728969025278,0.6065495298281242,-0.0003766329255963097,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,f16,cpu,pearson,0.5080959757689182,0.508504941747338,-0.000408965978419773,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,f16,cpu,kendall_tau_b,0.42490988426387455,0.4253390403999677,-0.0004291561360931784,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,f16,cpu,top10_overlap,0.37,0.37,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,f16,cpu,bottom10_overlap,0.28,0.28,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/f16_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q8_0,cpu,spearman,0.6080006894726957,0.6065495298281242,0.0014511596445715425,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q8_0,cpu,pearson,0.5102450177430787,0.508504941747338,0.0017400759957407752,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q8_0,cpu,kendall_tau_b,0.42655383349691883,0.4253390403999677,0.0012147930969511056,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q8_0,cpu,top10_overlap,0.39,0.37,0.020000000000000018,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q8_0,cpu,bottom10_overlap,0.28,0.28,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q8_0_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_m,cpu,spearman,0.6167151176661353,0.6065495298281242,0.010165587838011136,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_m,cpu,pearson,0.5156379032466303,0.508504941747338,0.007132961499292323,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_m,cpu,kendall_tau_b,0.4337788152776229,0.4253390403999677,0.008439774877655182,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_m,cpu,top10_overlap,0.4,0.37,0.030000000000000027,0.01,False,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_m,cpu,bottom10_overlap,0.29,0.28,0.009999999999999953,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_m_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_s,cpu,spearman,0.6163513917476084,0.6065495298281242,0.00980186191948429,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_s,cpu,pearson,0.5155993795401341,0.508504941747338,0.007094437792796171,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_s,cpu,kendall_tau_b,0.4338916271971806,0.4253390403999677,0.00855258679721288,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_s,cpu,top10_overlap,0.37,0.37,0.0,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
ProteinGym,DMS substitutions,YNZC_BACSU_Tsuboyama_2023_2JVD,300m,q4_k_s,cpu,bottom10_overlap,0.29,0.28,0.009999999999999953,0.01,True,1000,/Users/ananyapathak/Desktop/oss/esmc.cpp/results/downstream_cache/300m_10k/q4_k_s_cpu,
